date,product_id,sales_qty,inventory_qty,purchase_qty,unit_price,avg_demand_7,avg_demand_30,demand_volatility,inventory_coverage,demand_change,inventory_stress,stockout_risk,overstock_risk,mismatch_type,risk_score
2023-01-01,P001,18,633,21,173,18.0,18.0,,35.166666666666664,,0.0284360189573459,0,0,Balanced,
2023-01-02,P001,25,608,39,173,21.5,21.5,4.949747468305833,28.27906976744186,3.5,0.0353618421052631,0,0,Balanced,2.2026051615443816
2023-01-03,P001,21,587,35,173,21.33333333333333,21.33333333333333,3.511884584284246,27.515625,-0.1666666666666678,0.036342986939239,0,0,Balanced,1.105070202088227
2023-01-04,P001,20,567,36,173,21.0,21.0,2.943920288775949,27.0,-0.3333333333333321,0.037037037037037,0,0,Balanced,0.9683612718179695
2023-01-05,P001,25,542,23,173,21.8,21.8,3.1144823004794877,24.86238532110092,0.8000000000000007,0.0402214022140221,0,0,Balanced,1.1144553912508575
2023-01-06,P001,23,519,35,173,22.0,22.0,2.8284271247461903,23.59090909090909,0.1999999999999993,0.0423892100192678,0,0,Balanced,0.9097227424334907
2023-01-07,P001,32,487,24,173,23.428571428571427,23.428571428571427,4.577377082170635,20.78658536585366,1.428571428571427,0.0481079495453212,0,0,Balanced,1.6829813851381366
2023-01-08,P001,30,457,32,173,25.142857142857142,24.25,4.450789122113495,18.176136363636363,1.7142857142857153,0.0550171928727727,0,0,Balanced,1.7056024759275776
2023-01-09,P001,21,436,7,173,24.571428571428573,23.88888888888889,4.720774754816659,17.744186046511626,-0.5714285714285694,0.0563564875491481,0,0,Balanced,1.5586963845052857
2023-01-10,P001,29,407,36,173,25.714285714285715,24.4,4.680252333449759,15.827777777777778,1.1428571428571423,0.0631800631800631,0,0,Balanced,1.6642371601963875
2023-01-11,P001,22,385,26,173,26.0,24.181818181818183,4.320493798938575,14.807692307692308,0.2857142857142847,0.0675324675324675,0,0,Balanced,1.387057230590663
2023-01-12,P001,29,356,19,173,26.571428571428573,24.58333333333333,4.429339411136567,13.39784946236559,0.571428571428573,0.0746388443017656,0,0,Balanced,1.4804069597775675
2023-01-13,P001,22,334,23,173,26.428571428571427,24.384615384615383,4.577377082170636,12.63783783783784,-0.1428571428571459,0.0791274593669803,0,0,Balanced,1.44134828290611
2023-01-14,P001,28,306,35,173,25.857142857142858,24.642857142857142,3.976119189552021,11.834254143646408,-0.5714285714285694,0.084500466853408,0,0,Balanced,1.3493717045780242
2023-01-15,P001,21,285,30,173,24.571428571428573,24.4,3.866830866792724,11.598837209302324,-1.2857142857142847,0.0862155388471178,0,0,Balanced,1.460299886604233
2023-01-16,P001,27,258,9,173,25.428571428571427,24.5625,3.5989416433697508,10.146067415730338,0.8571428571428541,0.0985603543743078,0,0,Balanced,1.3003912416266499
2023-01-17,P001,25,233,24,173,24.857142857142858,24.58823529411765,3.2366943748507504,9.373563218390805,-0.5714285714285694,0.1066830165542612,0,0,Balanced,1.1386355350180697
2023-01-18,P001,31,202,6,173,26.142857142857142,24.944444444444443,3.670993118515817,7.726775956284153,1.2857142857142847,0.1294200848656294,0,0,Balanced,1.4231508351304165
2023-01-19,P001,27,175,25,173,25.857142857142858,25.05263157894737,3.4846602621858493,6.767955801104972,-0.2857142857142847,0.1477551020408163,0,0,Balanced,1.17641848681902
2023-01-20,P001,27,148,32,173,26.571428571428573,25.15,3.047247001100221,5.569892473118279,0.7142857142857153,0.1795366795366795,0,0,Balanced,1.146799582955549
2023-01-21,P001,26,390,24,173,26.285714285714285,25.19047619047619,2.984084768360629,14.83695652173913,-0.2857142857142882,0.0673992673992674,0,0,Balanced,0.98606792135068
2023-01-22,P001,35,355,15,173,28.285714285714285,25.63636363636364,3.498298906339369,12.55050505050505,2.0,0.0796780684104627,0,0,Balanced,1.4893287061070422
2023-01-23,P001,21,334,7,173,27.428571428571427,25.43478260869565,4.466808810815721,12.177083333333334,-0.8571428571428577,0.0821214713430282,0,0,Balanced,1.5525319503448016
2023-01-24,P001,31,303,24,173,28.285714285714285,25.666666666666668,4.498677054212186,10.712121212121213,0.8571428571428577,0.0933521923620933,0,0,Balanced,1.5677077838732738
2023-01-25,P001,29,274,36,173,28.0,25.8,4.358898943540673,9.785714285714286,-0.2857142857142847,0.1021897810218978,0,0,Balanced,1.4159074307160078
2023-01-26,P001,21,253,29,173,27.142857142857142,25.615384615384617,5.113008619478081,9.321052631578947,-0.8571428571428577,0.1072840203274985,0,0,Balanced,1.758973167435745
2023-01-27,P001,19,234,25,173,26.0,25.37037037037037,5.97215762238964,9.0,-1.1428571428571423,0.1111111111111111,0,0,Balanced,2.0757742708438762
2023-01-28,P001,21,213,20,173,25.285714285714285,25.214285714285715,6.264031867582991,8.423728813559322,-0.7142857142857153,0.1187122736418511,0,0,Balanced,2.0814228399529657
2023-01-29,P001,28,185,5,173,24.285714285714285,25.310344827586206,4.855041562276125,7.61764705882353,-1.0,0.1312741312741312,0,0,Balanced,1.722149534319903
2023-01-30,P001,26,159,27,173,25.0,25.33333333333333,4.6547466812563165,6.36,0.7142857142857153,0.1572327044025157,0,0,Balanced,1.6178974994352957
2023-01-31,P001,30,129,28,173,24.857142857142858,25.73333333333333,4.450789122113497,5.189655172413793,-0.1428571428571423,0.1926910299003322,0,0,Balanced,1.4601536801556438
2023-02-01,P001,27,447,29,173,24.571428571428573,25.8,4.197504927816959,18.19186046511628,-0.2857142857142847,0.0549696388622563,0,0,Balanced,1.3438791549190727
2023-02-02,P001,27,420,11,173,25.428571428571427,26.0,3.952094080237418,16.516853932584272,0.8571428571428541,0.0605442176870748,0,0,Balanced,1.3873289043433334
2023-02-03,P001,31,389,39,173,27.142857142857142,26.366666666666667,3.236694374850748,14.33157894736842,1.7142857142857153,0.0697759823723834,0,0,Balanced,1.3487534464985593
2023-02-04,P001,33,356,18,173,28.857142857142858,26.633333333333333,2.5448360411214006,12.336633663366335,1.7142857142857153,0.0810593900481541,0,0,Balanced,1.1468376502176403
2023-02-05,P001,23,333,13,173,28.142857142857142,26.633333333333333,3.387652649872837,11.83248730964467,-0.7142857142857153,0.0845130845130845,0,0,Balanced,1.2014094800755362
2023-02-06,P001,25,308,7,173,28.0,26.4,3.5118845842842434,11.0,-0.1428571428571423,0.0909090909090909,0,0,Balanced,1.1275913493112468
2023-02-07,P001,23,285,24,173,27.0,26.166666666666668,3.829708431025352,10.555555555555555,-1.0,0.0947368421052631,0,0,Balanced,1.396280950360237
2023-02-08,P001,19,266,37,173,25.857142857142858,26.1,4.879500364742667,10.28729281767956,-1.1428571428571423,0.0972073039742212,0,0,Balanced,1.7410251899813394
2023-02-09,P001,28,238,36,173,26.0,26.066666666666663,4.932882862316248,9.153846153846152,0.1428571428571423,0.1092436974789916,0,0,Balanced,1.5630581360057987
2023-02-10,P001,25,213,30,173,25.142857142857142,26.166666666666668,4.413183712037207,8.47159090909091,-0.8571428571428577,0.1180415828303152,0,0,Balanced,1.5544044764548912
2023-02-11,P001,21,192,9,173,23.428571428571427,25.9,2.935821455580648,8.195121951219512,-1.7142857142857153,0.1220238095238095,0,0,Balanced,1.2846154842932422
2023-02-12,P001,32,160,34,173,24.714285714285715,26.23333333333333,4.34796066044323,6.473988439306358,1.2857142857142885,0.1544642857142857,0,0,Balanced,1.6387631981329696
2023-02-13,P001,23,137,21,173,24.428571428571427,26.066666666666663,4.391550328268403,5.608187134502924,-0.2857142857142882,0.1783107403545359,0,0,Balanced,1.4637633258006466
2023-02-14,P001,26,365,10,173,24.857142857142858,26.23333333333333,4.375255094603876,14.683908045977011,0.4285714285714306,0.0681017612524461,0,0,Balanced,1.4323416947216718
2023-02-15,P001,20,345,19,173,25.0,26.0,4.163331998932269,13.8,0.1428571428571423,0.072463768115942,0,0,Balanced,1.31380291230908
2023-02-16,P001,28,317,5,173,25.0,26.1,4.163331998932269,12.68,0.0,0.0788643533123028,0,0,Balanced,1.288431776335832
