Date,Close
1/1/2020,11962.09961
2/1/2020,11201.75
3/1/2020,8597.75
4/1/2020,9859.900391
5/1/2020,9580.299805
6/1/2020,10302.09961
7/1/2020,11073.4502
8/1/2020,11387.5
9/1/2020,11247.5498
10/1/2020,11642.40039
11/1/2020,12968.9502
12/1/2020,13981.75
1/1/2021,13634.59961
2/1/2021,14529.15039
3/1/2021,14690.7002
4/1/2021,14631.09961
5/1/2021,15582.7998
6/1/2021,15721.5
7/1/2021,15763.0498
8/1/2021,17132.19922
9/1/2021,17618.15039
10/1/2021,17671.65039
11/1/2021,16983.19922
12/1/2021,17354.05078
1/1/2022,17339.84961
2/1/2022,16793.90039
3/1/2022,17464.75
4/1/2022,17102.55078
5/1/2022,16584.55078
6/1/2022,15780.25
7/1/2022,17158.25
8/1/2022,17759.30078
9/1/2022,17094.34961
10/1/2022,18012.19922
11/1/2022,18758.34961
12/1/2022,18105.30078
1/1/2023,17662.15039
2/1/2023,17303.94922
3/1/2023,17359.75
4/1/2023,18065
5/1/2023,18534.40039
6/1/2023,19189.05078
7/1/2023,19753.80078
8/1/2023,19253.80078
9/1/2023,19638.30078
10/1/2023,19079.59961
11/1/2023,20133.15039
12/1/2023,21731.40039
1/1/2024,21725.69922
2/1/2024,21982.80078
3/1/2024,22326.90039
4/1/2024,22604.84961
5/1/2024,22530.69922
6/1/2024,24010.59961
7/1/2024,24951.15039
8/1/2024,25235.90039
9/1/2024,25810.84961
10/1/2024,24205.34961
11/1/2024,24131.09961
12/1/2024,23644.80078
