Date,Close
1/1/2020,508.4021301
2/1/2020,480.934021
3/1/2020,313.1269836
4/1/2020,367.6763916
5/1/2020,321.0579224
6/1/2020,339.9180908
7/1/2020,335.4206238
8/1/2020,381.6522217
9/1/2020,343.1097717
10/1/2020,379.7178345
11/1/2020,457.8182373
12/1/2020,517.4937134
1/1/2021,519.3796997
2/1/2021,578.1363525
3/1/2021,562.9998779
4/1/2021,580.7960815
5/1/2021,641.0036011
6/1/2021,610.1986694
7/1/2021,660.1055298
8/1/2021,697.4925537
9/1/2021,679.8381958
10/1/2021,778.0041504
11/1/2021,692.9334106
12/1/2021,717.960022
1/1/2022,765.1513672
2/1/2022,720.4335327
3/1/2022,708.4052124
4/1/2022,721.0155029
5/1/2022,730.2791748
6/1/2022,685.9978027
7/1/2022,794.0579834
8/1/2022,860.6983643
9/1/2022,841.1746216
10/1/2022,886.7463989
11/1/2022,929.87854
12/1/2022,869.3275757
1/1/2023,811.8018188
2/1/2023,834.1973267
3/1/2023,856.0561523
4/1/2023,895.4801636
5/1/2023,926.2191162
6/1/2023,912.0205688
7/1/2023,974.1816406
8/1/2023,935.5871582
9/1/2023,936.5487671
10/1/2023,900.5881348
11/1/2023,919.8721313
12/1/2023,980.527832
1/1/2024,1011.569092
2/1/2024,1035.231201
3/1/2024,1075.668457
4/1/2024,1131.847534
5/1/2024,1102.970947
6/1/2024,1180.25415
7/1/2024,1195.307373
8/1/2024,1209.376709
9/1/2024,1263.252686
10/1/2024,1282.355225
11/1/2024,1290.145142
12/1/2024,1271.836426
