date,close,high,low,open,volume,daily_return,return_5d,return_10d,volatility_10d,rolling_max,drawdown,volume_mean_20d,volume_std_20d,volume_zscore,high_52w,dist_from_52w_high
2020-01-13,1919.9798583984373,1945.0494318706883,1915.0271490308307,1944.0853409705865,2843893,-0.010480735941534536,-0.004589710383465118,0.0032754090258633184,0.012769338413827283,1989.4906005859373,-0.03493896486217525,3603601.0,1934266.1453562886,-0.3927629100182917,1989.4906005859373,-0.03493896486217525
2020-01-14,1934.487060546875,1954.5604843626104,1924.0560450389637,1924.0560450389637,2948452,0.007555913717000706,0.0004763325838066379,0.02090983937114199,0.012398027862798169,1989.4906005859373,-0.02764704694903451,3472314.75,1881875.516773538,-0.2783726900800319,1989.4906005859373,-0.02764704694903451
2020-01-15,1952.01806640625,1955.6120603215609,1923.354498999865,1939.8339262624893,2620681,0.009062353642427023,-0.01257055942305374,0.027357468080855263,0.012591684643460953,1989.4906005859373,-0.018835240623228378,3300365.15,1787782.775328946,-0.3801827377349803,1989.4906005859373,-0.018835240623228378
2020-01-16,1962.448974609375,1971.3898729842836,1941.58673573152,1952.0616191120848,3117214,0.005343653515629931,0.011041320143569955,0.03761028461898053,0.012335408512036905,1989.4906005859373,-0.013592236107372447,3043671.8,1355948.01136783,0.05423674018726835,1989.4906005859373,-0.013592236107372447
2020-01-17,1945.181640625,1975.3792025153964,1939.8345190690643,1964.1591498436535,3281059,-0.008798870293079575,0.002507759168300483,0.008384213143833419,0.011467950199135173,1989.4906005859373,-0.022271510077950387,2895149.5,1129934.4776735099,0.3415326354095968,1989.4906005859373,-0.022271510077950387
2020-01-20,1902.4483642578125,1965.429279844001,1890.044870894102,1923.967812120634,5817599,-0.021968784546751663,-0.00913108232044102,-0.0136788836805678,0.013570858617411887,1989.4906005859373,-0.043751016618268725,2908612.55,1164292.496756875,2.498501414466685,1989.4906005859373,-0.043751016618268725
2020-01-21,1903.0616455078125,1916.6483684492264,1891.666329492433,1902.0973408585244,1902980,0.000322364202635983,-0.016244830828787582,-0.015776236187223125,0.01352210913906192,1989.4906005859373,-0.04344275617721945,2891395.1,1177062.2534739801,-0.8397305215444578,1989.4906005859373,-0.04344275617721945
2020-01-22,1934.487060546875,1937.2044918159952,1905.385207814645,1911.7841613804007,1773686,0.016513083069716883,-0.008980964961892157,-0.02143862863121604,0.012452514498792477,1989.4906005859373,-0.02764704694903451,2889784.6,1178646.6120184457,-0.9469323447921922,1989.4906005859373,-0.02764704694903451
2020-01-23,1924.866943359375,1948.4122224480568,1918.497429837676,1941.427764312042,2069866,-0.004972955045137617,-0.01915057753666216,-0.008320705050608779,0.011201446044876662,1989.4906005859373,-0.032482514472563756,2899259.55,1170840.8137185858,-0.7083743069784604,1989.4906005859373,-0.032482514472563756
2020-01-24,1918.2333984375,1924.866519473365,1906.4608687309676,1924.866519473365,1319430,-0.003446235566962219,-0.01385384358184738,-0.011380826516805387,0.011231120733210117,1989.4906005859373,-0.035816807642846296,2829218.0,1222856.8914407345,-1.2346399734650975,1989.4906005859373,-0.035816807642846296
2020-01-27,1905.802490234375,1927.0634454985952,1902.0686372513185,1923.7688693370744,1549101,-0.006480393998587797,0.001763057562863768,-0.007384123381319441,0.010926466223733913,1989.4906005859373,-0.0420650946161368,2792231.55,1250926.413659109,-0.993767927854121,1989.4906005859373,-0.0420650946161368
2020-01-28,1918.5411376953125,1922.0993221424485,1890.6470650579563,1909.9752413736048,1743024,0.0066841383229439,0.00813399409527249,-0.008242972091555223,0.010856646986374674,1989.4906005859373,-0.03566212520417488,2783918.3,1257637.4611334167,-0.827658472467827,1989.4906005859373,-0.03566212520417488
2020-01-29,1892.93115234375,1921.3522248017412,1888.8897210977327,1919.6390886504869,2306761,-0.01334867668374684,-0.021481616005938675,-0.03026965532715664,0.010913482415692241,1989.4906005859373,-0.04853475970871586,2831510.95,1218102.3881870476,-0.4307929736358266,1989.4906005859373,-0.04853475970871586
2020-01-30,1878.2154541015625,1902.0680928882032,1866.9259572228325,1897.675325930032,2098567,-0.007774027187395172,-0.02423621508944096,-0.042922655109837504,0.010580399903933987,1989.4906005859373,-0.055931476354601745,2817401.7,1225211.8381423298,-0.5867023788228325,1989.4906005859373,-0.055931476354601745
2020-01-31,1826.5565185546875,1883.9260993957937,1820.0113385175005,1879.577088403364,3287223,-0.027504264984118065,-0.04779234891723194,-0.06098408477277084,0.0128655493039576,1989.4906005859373,-0.0818973871921099,2748974.8,1153239.3562511099,0.466727221094595,1989.4906005859373,-0.0818973871921099
2020-02-03,1847.158203125,1928.160769657629,1838.9876150240088,1890.646588882283,4728073,0.011278974595658298,-0.0307714400678335,-0.02906263432510159,0.012630908441467005,1989.4906005859373,-0.07154213114604215,2834218.0,1234707.6463935615,1.5338489281505074,1989.4906005859373,-0.07154213114604215
2020-02-04,1851.7708740234373,1877.2049513022796,1833.189555959817,1870.4401332206849,3509339,0.002497171542011678,-0.0348026228679591,-0.02695171310159472,0.012710508211577676,1989.4906005859373,-0.06922361257798318,2888219.1,1239674.7798899272,0.5010345536392619,1989.4906005859373,-0.06922361257798318
2020-02-05,1885.85888671875,1894.7761181360831,1848.7400047213955,1858.1404834178752,2439322,0.01840833181550594,-0.003736145192731022,-0.025137502762297093,0.01303799456468604,1989.4906005859373,-0.05208957199228086,2750312.5,1116565.5946165505,-0.27852416508212396,1989.4906005859373,-0.05208957199228086
2020-02-06,1869.8690185546875,1910.1505590251895,1858.579522752618,1884.4968453341364,2640065,-0.008478825365286768,-0.004443811559876387,-0.02857232547653521,0.013159471871423009,1989.4906005859373,-0.0601267389732926,2695607.1,1092365.256692766,-0.050845721849630036,1989.4906005859373,-0.0601267389732926
2020-02-07,1877.0731201171875,1889.7681725670984,1861.654466606081,1879.225532831717,2083442,0.003852730587551312,0.02765674155129494,-0.021457388008070177,0.013322070816994951,1989.4906005859373,-0.056505660512113504,2703988.85,1086695.3300233441,-0.5710403209211082,1989.4906005859373,-0.056505660512113504
2020-02-10,1899.3887939453125,1903.825532246224,1861.654962081102,1880.895198922694,2383032,0.011888547968089691,0.028276187027158395,-0.0033653520351281108,0.013902643286611463,1989.4906005859373,-0.04528888279949065,2680945.8,1088457.3475410289,-0.27370277822371913,1989.4906005859373,-0.04528888279949065
2020-02-11,1891.8768310546875,1910.6780027603704,1886.781392859032,1900.311029603668,1335820,-0.00395493693264426,0.021658163865656777,-0.013898219911331222,0.013718946467887516,1989.4906005859373,-0.04906470505691303,2600314.2,1126658.3871020616,-1.1223403779494097,1989.4906005859373,-0.04906470505691303
2020-02-12,1907.119873046875,1919.6392595220184,1888.889889232192,1889.856383808964,1620407,0.008057100621973179,0.01127390096780645,0.007495634844171262,0.013295894391999389,1989.4906005859373,-0.04140292370057077,2550300.5,1147711.6640845027,-0.8102152562348923,1989.4906005859373,-0.04140292370057077
2020-02-13,1925.745361328125,1930.182099539252,1907.3397078287285,1909.052844308896,1645948,0.00976629132991702,0.029882490280857876,0.02530588656523336,0.01319171219952393,1989.4906005859373,-0.03204098538542392,2476737.2,1156579.1337359117,-0.7183159161072147,1989.4906005859373,-0.03204098538542392
2020-02-14,1918.9364013671875,1943.3602301597173,1907.3395387327064,1922.2749473731744,1500115,-0.003535753011624343,0.022302424344229355,0.05057597828157978,0.008439514229187048,1989.4906005859373,-0.035463449386476324,2387690.0,1159947.8174808624,-0.7651852838756205,1989.4906005859373,-0.035463449386476324
2020-02-17,1935.6728515625,1947.7529612681549,1924.207686361925,1930.1379220356105,1774724,0.008721732613643729,0.01910301763011879,0.04791936515656969,0.008264298858271653,1989.4906005859373,-0.027051019495938845,2185546.25,838492.0519313039,-0.4899536603283842,1989.4906005859373,-0.027051019495938845
2020-02-18,1946.6544189453125,1951.2668236387403,1920.561429577744,1932.7732343031728,2486223,0.00567325587789691,0.028954098380753246,0.05123935485372266,0.008230245551658808,1989.4906005859373,-0.021531230973400338,2214708.4,838289.7283468996,0.3238911211943687,1989.4906005859373,-0.021531230973400338
